Cultivo,Ubicaciones,Rendimiento,Tamaño,Fertilizantes
cherry,El Alquian,0.16,3,False
corazon de buey,El Alquian,2.4,2,False
bola,El Alquian,3.46,4,False
Raf,Nijar,6.89,3,True
Raf,El Ejido,7.64,4,True
kumato,Campohermoso,3.11,4,False
verde,Nijar,5.8,1,True
 de pera,La Mojonera,9.29,2,True
rosa,El Ejido,6.83,4,False
kumato,La Mojonera,2.58,4,False
 de pera,Nijar,9.89,3,False
cherry,La Mojonera,9.25,4,True
rosa,Nijar,8.73,4,False
corazon de buey,Nijar,4.06,3,False
 de pera,La Mojonera,4.35,2,False
verde,Campohermoso,2.44,4,False
kumato,La Mojonera,0.28,1,False
verde,La Mojonera,8.96,3,True
bola,El Ejido,2.08,2,True
Raf,La Mojonera,8.15,2,False
corazon de buey,Nijar,9.51,2,True
bola,Nijar,1.68,1,False
kumato,El Alquian,1.86,1,True
Raf,El Alquian,9.62,2,False
verde,Campohermoso,6.31,2,False
cherry,El Alquian,9.59,3,True
verde,Nijar,1.4,4,True
cherry,Nijar,2.47,3,False
Raf,La Mojonera,6.75,2,False
rosa,Campohermoso,1.4,4,False
verde,Campohermoso,6.26,3,True
 de pera,La Mojonera,8.1,1,True
bola,Nijar,2.45,1,True
verde,El Alquian,6.9,4,False
corazon de buey,El Alquian,3.03,4,True
rosa,Nijar,5.16,3,False
corazon de buey,Campohermoso,2.19,4,False
bola,Campohermoso,5.63,1,False
cherry,La Mojonera,0.43,2,True
cherry,El Alquian,7.06,3,True
kumato,El Ejido,5.45,1,True
kumato,El Alquian,8.51,4,False
corazon de buey,El Alquian,1.7,2,False
Raf,La Mojonera,2.02,1,True
 de pera,Campohermoso,6.62,2,True
rosa,El Ejido,6.96,2,False
kumato,El Alquian,3.64,1,False
cherry,Nijar,1.0,3,True
Raf,El Alquian,9.84,3,True
cherry,El Ejido,9.18,1,False
cherry,La Mojonera,0.26,2,True
kumato,El Ejido,7.34,2,True
rosa,Campohermoso,9.92,3,False
verde,El Ejido,8.1,1,True
kumato,La Mojonera,1.17,4,True
cherry,Campohermoso,8.38,2,True
verde,El Ejido,8.14,1,True
 de pera,El Alquian,1.43,2,False
verde,El Ejido,1.49,2,True
 de pera,El Alquian,4.0,1,False
rosa,El Alquian,3.23,4,True
 de pera,La Mojonera,4.54,4,False
rosa,Nijar,4.76,1,True
bola,La Mojonera,6.13,3,False
rosa,La Mojonera,9.32,3,True
kumato,La Mojonera,1.77,4,True
verde,El Alquian,9.98,3,False
rosa,La Mojonera,1.16,4,True
rosa,El Alquian,2.89,4,False
rosa,La Mojonera,5.51,3,False
bola,Nijar,8.25,1,False
kumato,El Alquian,0.22,4,False
rosa,Campohermoso,3.6,1,True
rosa,El Ejido,2.58,2,False
kumato,La Mojonera,8.32,4,False
 de pera,La Mojonera,0.85,1,True
cherry,Nijar,1.4,4,False
cherry,Campohermoso,5.61,2,True
 de pera,El Alquian,4.23,3,True
cherry,Nijar,0.53,4,False
verde,El Ejido,0.47,1,False
corazon de buey,La Mojonera,9.33,4,False
Raf,Campohermoso,0.45,2,False
corazon de buey,La Mojonera,5.14,2,False
bola,Campohermoso,2.88,3,False
Raf,Campohermoso,2.0,1,True
 de pera,El Ejido,3.54,2,False
Raf,El Ejido,8.21,4,False
Raf,Campohermoso,9.9,2,True
bola,Nijar,3.9,1,False
bola,Campohermoso,3.86,3,False
cherry,El Ejido,1.25,4,True
 de pera,La Mojonera,6.12,4,True
Raf,La Mojonera,0.53,2,False
bola,Campohermoso,2.83,4,True
Raf,El Alquian,8.92,2,True
bola,El Ejido,4.98,3,False
Raf,El Alquian,9.36,2,True
Raf,El Ejido,4.92,3,False
corazon de buey,Nijar,9.48,2,False
 de pera,El Ejido,6.26,1,True
kumato,Nijar,7.68,3,False
 de pera,El Alquian,0.95,4,True
corazon de buey,El Alquian,1.46,2,False
rosa,La Mojonera,4.4,2,True
verde,Campohermoso,8.19,3,True
cherry,El Ejido,8.43,1,True
cherry,Campohermoso,8.27,4,True
kumato,El Alquian,6.84,2,True
corazon de buey,El Alquian,5.67,2,True
corazon de buey,Nijar,3.57,1,True
 de pera,Campohermoso,9.37,4,True
kumato,Nijar,5.37,3,False
cherry,El Alquian,9.91,2,True
verde,La Mojonera,4.27,3,True
cherry,Nijar,1.53,2,True
kumato,Nijar,5.82,3,True
kumato,El Alquian,6.2,1,False
rosa,La Mojonera,8.63,3,False
 de pera,El Ejido,4.51,3,True
cherry,Nijar,9.99,1,True
kumato,El Ejido,0.24,1,True
cherry,El Ejido,8.93,1,False
corazon de buey,La Mojonera,5.56,3,True
kumato,El Ejido,4.27,2,True
bola,La Mojonera,8.02,2,False
verde,El Alquian,1.52,2,False
 de pera,El Alquian,4.39,3,False
kumato,El Ejido,8.78,4,False
cherry,Nijar,4.38,3,True
rosa,Campohermoso,7.37,2,False
rosa,El Ejido,0.18,4,False
verde,Campohermoso,0.49,3,True
corazon de buey,La Mojonera,1.72,3,False
Raf,El Alquian,8.3,1,False
 de pera,El Ejido,7.54,4,False
 de pera,El Ejido,1.04,1,True
cherry,La Mojonera,9.98,1,True
kumato,Nijar,5.07,3,True
 de pera,Campohermoso,0.84,4,False
 de pera,La Mojonera,7.66,1,True
verde,Campohermoso,9.17,4,True
bola,La Mojonera,4.22,3,False
kumato,El Alquian,1.52,2,True
cherry,La Mojonera,9.61,1,False
cherry,La Mojonera,9.75,3,False
Raf,El Ejido,6.81,2,False
rosa,El Alquian,9.8,4,True
Raf,El Alquian,4.03,2,True
verde,Nijar,5.18,1,True
rosa,Nijar,6.52,2,True
 de pera,La Mojonera,3.75,3,True
 de pera,Nijar,7.48,1,False
corazon de buey,Nijar,9.44,1,False
corazon de buey,El Ejido,6.6,1,True
bola,Campohermoso,3.72,2,True
bola,El Alquian,4.78,1,True
rosa,El Ejido,5.47,2,False
Raf,Campohermoso,5.14,2,True
corazon de buey,Nijar,7.55,2,True
bola,El Alquian,2.31,1,False
corazon de buey,Campohermoso,2.6,4,True
corazon de buey,El Ejido,8.85,1,True
cherry,El Ejido,9.24,2,True
kumato,Campohermoso,6.35,2,False
cherry,La Mojonera,5.71,3,False
verde,El Ejido,0.96,1,False
Raf,Campohermoso,6.03,3,False
cherry,Nijar,5.05,1,False
kumato,La Mojonera,2.88,4,False
rosa,Campohermoso,9.36,4,False
corazon de buey,El Alquian,0.93,1,True
verde,Nijar,9.33,2,False
rosa,Nijar,6.32,1,True
verde,El Ejido,1.54,2,False
rosa,Campohermoso,1.76,3,False
corazon de buey,Campohermoso,8.11,3,True
rosa,Campohermoso,5.3,3,False
 de pera,El Alquian,3.25,1,True
kumato,El Ejido,2.23,2,False
corazon de buey,El Alquian,5.81,2,True
Raf,El Alquian,7.71,1,True
bola,Campohermoso,4.81,1,True
 de pera,La Mojonera,0.28,3,True
rosa,El Alquian,9.67,3,True
verde,Campohermoso,1.75,2,True
rosa,Nijar,4.2,4,True
bola,Campohermoso,4.93,1,True
rosa,El Alquian,5.68,3,False
bola,La Mojonera,0.9,3,False
 de pera,Nijar,4.69,2,True
bola,La Mojonera,6.46,3,False
bola,Nijar,1.39,2,False
cherry,Campohermoso,4.35,2,True
corazon de buey,Campohermoso,6.15,2,True
bola,El Alquian,3.46,1,True
corazon de buey,La Mojonera,2.72,1,False
corazon de buey,Campohermoso,1.4,1,False
 de pera,Nijar,9.28,4,False
verde,El Ejido,7.36,3,False
rosa,La Mojonera,0.84,3,True
kumato,El Ejido,5.79,3,True
kumato,Nijar,8.51,1,True
verde,La Mojonera,4.85,1,False
Raf,Nijar,1.88,3,False
rosa,Nijar,5.42,2,True
 de pera,Nijar,8.2,1,False
verde,El Alquian,5.1,2,False
corazon de buey,Campohermoso,8.36,2,False
cherry,Campohermoso,2.47,4,False
verde,El Ejido,5.91,3,True
Raf,Nijar,5.51,1,True
bola,El Ejido,7.27,3,True
rosa,Campohermoso,6.67,4,False
rosa,El Ejido,8.51,3,True
verde,La Mojonera,4.0,4,False
rosa,Campohermoso,8.44,4,False
cherry,Nijar,4.65,1,True
Raf,La Mojonera,5.41,3,True
 de pera,El Ejido,7.64,4,False
cherry,El Ejido,0.11,2,False
kumato,Campohermoso,5.54,1,True
Raf,Nijar,2.38,4,True
kumato,Campohermoso,1.54,3,True
verde,El Alquian,5.22,4,True
Raf,La Mojonera,5.63,2,False
corazon de buey,El Ejido,5.4,1,False
cherry,Nijar,5.42,1,True
cherry,Campohermoso,5.62,4,False
verde,La Mojonera,2.74,2,False
 de pera,Campohermoso,7.84,4,True
Raf,Campohermoso,4.86,1,True
corazon de buey,Campohermoso,5.4,3,True
kumato,La Mojonera,2.84,3,False
bola,La Mojonera,6.14,4,False
corazon de buey,El Ejido,5.42,4,False
cherry,El Alquian,6.6,1,True
corazon de buey,El Alquian,3.79,1,True
kumato,Campohermoso,5.77,3,True
 de pera,Nijar,7.27,2,False
corazon de buey,El Alquian,1.88,1,False
verde,La Mojonera,1.62,3,True
verde,Nijar,8.64,3,False
kumato,El Alquian,1.21,3,True
verde,Campohermoso,1.44,4,True
Raf,El Ejido,0.43,3,False
corazon de buey,Campohermoso,9.83,3,False
kumato,El Alquian,8.74,4,True
bola,Campohermoso,0.92,4,True
corazon de buey,Nijar,0.33,4,True
cherry,Nijar,8.24,1,False
Raf,El Ejido,9.78,3,True
cherry,Nijar,8.88,4,True
kumato,Campohermoso,3.88,4,False
corazon de buey,Nijar,8.98,1,False
kumato,El Ejido,2.55,1,False
kumato,Nijar,0.46,3,False
verde,El Alquian,7.96,3,True
rosa,La Mojonera,3.49,2,True
 de pera,El Alquian,6.89,4,True
verde,Campohermoso,8.38,2,False
kumato,El Alquian,9.99,4,True
rosa,El Alquian,6.77,4,False
rosa,Campohermoso,4.09,4,False
Raf,El Alquian,2.37,4,True
cherry,La Mojonera,1.37,2,True
cherry,La Mojonera,7.29,3,False
bola,El Ejido,8.47,1,False
 de pera,Campohermoso,9.52,3,True
Raf,Nijar,7.29,3,True
cherry,El Ejido,5.42,4,True
verde,Nijar,4.28,4,True
 de pera,El Ejido,9.98,4,True
 de pera,El Ejido,5.12,4,True
bola,Nijar,7.94,1,False
rosa,Nijar,9.01,4,False
Raf,Nijar,7.42,3,True
 de pera,Nijar,0.25,2,True
cherry,La Mojonera,7.4,3,True
kumato,La Mojonera,6.12,1,True
kumato,La Mojonera,2.51,3,True
Raf,Nijar,2.18,2,False
Raf,Nijar,1.52,4,False
cherry,Campohermoso,6.61,3,True
Raf,El Alquian,4.7,3,True
verde,El Alquian,5.37,1,False
bola,Campohermoso,1.05,3,True
 de pera,Campohermoso,5.9,1,True
Raf,El Ejido,5.38,3,True
kumato,Nijar,0.16,4,False
bola,La Mojonera,9.58,4,False
Raf,La Mojonera,5.76,2,False
 de pera,Nijar,6.04,4,True
 de pera,El Alquian,4.96,3,True
cherry,La Mojonera,7.0,3,True
rosa,La Mojonera,2.09,3,True
cherry,El Ejido,3.4,4,True
bola,Campohermoso,0.04,3,False
 de pera,El Alquian,0.61,3,True
bola,Campohermoso,9.17,2,False
 de pera,La Mojonera,4.98,4,False
verde,El Alquian,2.66,3,True
cherry,Campohermoso,2.27,1,False
corazon de buey,El Ejido,8.24,1,True
verde,La Mojonera,9.34,2,True
cherry,La Mojonera,8.07,3,False
Raf,Nijar,3.01,2,False
 de pera,Nijar,0.49,1,False
Raf,El Alquian,8.44,4,True
bola,El Alquian,6.06,4,True
verde,Nijar,9.7,4,True
kumato,La Mojonera,0.07,4,True
corazon de buey,La Mojonera,0.25,3,False
kumato,Nijar,4.65,2,True
kumato,La Mojonera,4.71,4,True
rosa,El Alquian,0.15,3,False
bola,El Ejido,1.71,3,False
rosa,Nijar,5.65,4,False
verde,El Ejido,0.95,1,True
Raf,Nijar,6.2,4,True
cherry,Campohermoso,5.13,3,False
 de pera,Nijar,8.82,4,False
cherry,Nijar,2.95,2,True
Raf,Campohermoso,0.25,3,False
corazon de buey,El Ejido,9.77,1,True
verde,La Mojonera,0.97,2,False
kumato,El Ejido,3.29,1,False
verde,La Mojonera,6.26,3,False
 de pera,La Mojonera,7.51,1,False
cherry,Campohermoso,3.86,1,True
verde,La Mojonera,5.41,3,False
kumato,La Mojonera,9.63,2,False
cherry,Campohermoso,6.06,1,True
 de pera,Nijar,7.28,2,False
Raf,El Ejido,4.62,1,False
 de pera,La Mojonera,4.45,1,True
corazon de buey,Campohermoso,4.7,4,False
kumato,La Mojonera,6.11,4,False
rosa,La Mojonera,5.41,1,False
kumato,El Ejido,8.28,4,True
 de pera,Nijar,3.28,2,True
bola,El Alquian,0.31,2,True
Raf,Nijar,6.15,1,True
verde,Nijar,8.63,1,False
 de pera,El Ejido,3.54,4,True
verde,La Mojonera,5.46,1,False
 de pera,La Mojonera,5.69,3,False
kumato,Campohermoso,4.07,2,True
verde,Nijar,3.15,3,False
bola,Campohermoso,5.72,4,True
bola,El Ejido,9.07,3,False
verde,La Mojonera,0.01,2,False
verde,Campohermoso,4.9,2,False
corazon de buey,Campohermoso,7.83,3,False
Raf,El Ejido,9.22,1,False
verde,Campohermoso,7.29,2,True
kumato,Nijar,2.76,3,False
Raf,El Ejido,7.32,4,False
kumato,El Ejido,9.92,4,False
kumato,Campohermoso,5.07,2,True
cherry,La Mojonera,3.87,3,True
corazon de buey,El Ejido,2.54,4,True
Raf,El Ejido,3.0,2,True
rosa,La Mojonera,4.45,2,True
Raf,La Mojonera,6.94,4,True
verde,El Ejido,7.18,1,True
cherry,Campohermoso,2.86,3,False
bola,Campohermoso,6.12,2,False
rosa,Campohermoso,4.82,4,False
kumato,El Ejido,5.89,4,False
corazon de buey,Campohermoso,5.29,4,True
cherry,El Ejido,0.4,4,False
kumato,Nijar,0.58,3,False
Raf,Campohermoso,7.25,1,False
 de pera,El Alquian,7.11,4,False
 de pera,El Alquian,1.65,4,True
Raf,La Mojonera,9.71,2,True
kumato,Campohermoso,3.28,3,True
cherry,Campohermoso,8.74,2,False
kumato,El Alquian,3.97,1,True
verde,Campohermoso,1.73,3,False
Raf,Nijar,9.88,4,False
rosa,El Alquian,7.11,2,False
corazon de buey,Campohermoso,2.04,3,True
corazon de buey,El Ejido,5.21,4,False
rosa,Nijar,3.31,1,False
cherry,Nijar,3.08,3,False
rosa,Nijar,3.36,2,False
bola,El Ejido,7.73,4,True
rosa,Campohermoso,0.18,4,False
Raf,El Alquian,3.22,4,True
 de pera,El Ejido,0.29,1,True
Raf,El Ejido,8.73,1,False
bola,La Mojonera,2.02,2,True
cherry,Campohermoso,5.6,2,False
cherry,Nijar,9.0,4,False
 de pera,El Alquian,8.3,1,True
rosa,El Ejido,9.54,1,False
verde,Campohermoso,4.32,4,False
rosa,La Mojonera,5.48,1,True
rosa,Campohermoso,3.39,4,True
bola,El Ejido,5.29,1,False
verde,El Ejido,6.89,2,True
corazon de buey,Campohermoso,6.25,3,True
Raf,Campohermoso,1.99,4,False
Raf,El Ejido,6.39,2,False
rosa,El Ejido,7.61,2,True
bola,La Mojonera,9.56,1,True
kumato,Campohermoso,4.31,3,True
kumato,Campohermoso,8.77,3,False
Raf,Campohermoso,4.93,2,False
cherry,Campohermoso,8.59,1,True
cherry,La Mojonera,7.89,3,True
 de pera,Campohermoso,2.26,2,True
kumato,El Ejido,3.29,2,False
rosa,La Mojonera,7.2,1,False
verde,El Ejido,2.41,2,False
bola,Nijar,0.51,3,True
corazon de buey,Campohermoso,0.82,3,False
bola,Campohermoso,0.14,2,False
Raf,Nijar,5.79,4,False
bola,La Mojonera,9.87,4,False
Raf,Nijar,0.22,3,True
 de pera,El Ejido,3.5,3,False
kumato,El Alquian,0.59,4,False
verde,El Ejido,5.09,1,True
Raf,Nijar,9.89,2,False
 de pera,La Mojonera,4.58,4,True
rosa,La Mojonera,4.71,4,False
verde,Campohermoso,9.29,3,True
kumato,La Mojonera,8.5,4,True
kumato,La Mojonera,1.69,3,False
bola,La Mojonera,4.87,2,False
rosa,Campohermoso,9.59,4,True
 de pera,La Mojonera,5.81,3,True
cherry,El Ejido,5.57,3,True
Raf,El Alquian,7.98,3,False
corazon de buey,Nijar,5.78,4,False
 de pera,La Mojonera,8.97,1,False
verde,El Alquian,0.86,3,True
Raf,Campohermoso,1.11,4,False
bola,Campohermoso,8.71,4,False
kumato,La Mojonera,5.14,3,False
Raf,El Ejido,3.36,4,True
corazon de buey,El Alquian,9.56,2,False
corazon de buey,La Mojonera,8.7,2,False
corazon de buey,La Mojonera,0.38,1,True
corazon de buey,Nijar,4.04,3,True
bola,El Alquian,0.97,1,True
rosa,Nijar,4.28,1,False
verde,El Ejido,6.09,4,False
kumato,Nijar,2.27,1,True
bola,Campohermoso,6.02,4,True
rosa,El Ejido,2.41,2,False
rosa,La Mojonera,9.07,2,True
bola,La Mojonera,1.25,2,False
 de pera,El Alquian,6.13,2,True
cherry,Campohermoso,5.45,1,False
 de pera,El Alquian,6.45,2,False
Raf,El Alquian,1.13,3,True
corazon de buey,Nijar,6.44,4,True
bola,El Ejido,1.3,1,True
kumato,El Alquian,2.88,4,True
bola,Campohermoso,9.8,3,False
bola,El Ejido,3.8,1,False
bola,El Ejido,0.27,2,True
corazon de buey,Campohermoso,0.84,1,True
Raf,Campohermoso,3.32,1,True
 de pera,El Alquian,1.17,3,False
verde,Nijar,8.73,3,True
cherry,Nijar,4.58,2,False
 de pera,La Mojonera,8.33,1,True
bola,El Alquian,1.57,4,True
verde,La Mojonera,6.67,4,True
bola,Nijar,7.38,2,False
Raf,El Alquian,4.19,3,True
kumato,El Alquian,4.09,4,False
cherry,Campohermoso,7.37,1,True
cherry,El Ejido,4.86,4,False
cherry,El Alquian,6.1,3,False
Raf,La Mojonera,6.89,3,True
verde,El Alquian,4.45,1,True
verde,El Alquian,1.05,3,True
Raf,Nijar,7.12,4,True
bola,El Ejido,0.41,2,False
Raf,El Alquian,3.47,2,True
kumato,Campohermoso,1.57,2,False
bola,Nijar,2.4,2,False
 de pera,El Alquian,7.61,2,False
rosa,Campohermoso,5.33,1,False
 de pera,Campohermoso,7.19,1,False
Raf,El Ejido,3.89,3,False
Raf,El Ejido,6.82,4,False
verde,El Alquian,5.94,4,False
corazon de buey,La Mojonera,8.66,4,True
Raf,Nijar,1.08,1,True
 de pera,El Ejido,1.38,3,True
cherry,Nijar,0.78,1,True
Raf,La Mojonera,3.6,2,True
cherry,La Mojonera,4.29,2,True
kumato,El Alquian,8.44,3,True
rosa,El Ejido,7.95,2,False
cherry,El Ejido,7.98,1,True
cherry,Campohermoso,8.27,1,True
rosa,La Mojonera,9.59,2,True
bola,El Alquian,6.93,1,True
kumato,El Ejido,3.69,4,False
cherry,Campohermoso,9.44,2,False
verde,El Ejido,6.31,2,False
Raf,Campohermoso,2.74,2,False
corazon de buey,El Ejido,7.11,1,False
rosa,El Alquian,8.98,3,True
 de pera,La Mojonera,4.44,4,False
bola,La Mojonera,6.37,4,False
 de pera,Campohermoso,9.04,2,False
rosa,La Mojonera,3.4,2,False
verde,Nijar,2.68,2,False
cherry,El Ejido,2.04,4,False
bola,Campohermoso,1.19,3,False
rosa,Campohermoso,6.31,2,True
rosa,El Ejido,8.13,3,True
kumato,Nijar,0.82,3,True
rosa,Nijar,5.12,4,False
Raf,El Alquian,4.85,1,False
verde,El Alquian,7.88,4,False
rosa,Campohermoso,3.18,1,False
verde,Nijar,8.58,4,True
 de pera,El Alquian,9.86,2,True
cherry,El Alquian,8.76,4,True
Raf,El Ejido,5.96,2,True
corazon de buey,La Mojonera,6.28,2,False
kumato,El Ejido,5.1,2,False
corazon de buey,Nijar,4.2,1,True
rosa,Campohermoso,6.01,4,False
bola,Nijar,9.1,3,True
cherry,El Alquian,1.69,4,True
Raf,Nijar,9.72,4,False
 de pera,El Ejido,3.01,3,False
kumato,El Alquian,8.82,2,False
rosa,Nijar,4.91,1,True
rosa,La Mojonera,2.83,2,False
cherry,El Alquian,1.34,3,False
kumato,Campohermoso,6.21,2,True
corazon de buey,El Alquian,3.86,2,True
 de pera,Campohermoso,9.23,4,False
kumato,La Mojonera,1.69,4,True
verde,Campohermoso,9.69,4,True
bola,Campohermoso,8.28,1,False
rosa,El Ejido,4.62,3,True
Raf,El Alquian,9.65,3,True
corazon de buey,El Alquian,4.27,4,False
 de pera,El Alquian,5.71,1,True
bola,Nijar,8.75,2,True
rosa,El Ejido,5.14,4,False
bola,Campohermoso,1.51,1,True
cherry,Campohermoso,4.97,1,True
corazon de buey,Nijar,0.51,3,False
corazon de buey,El Ejido,0.98,4,True
Raf,El Ejido,6.79,1,True
bola,Campohermoso,3.32,4,False
cherry,La Mojonera,1.51,4,True
rosa,Nijar,1.97,1,True
rosa,El Ejido,8.52,3,True
cherry,Campohermoso,3.79,4,True
cherry,El Ejido,0.47,2,False
corazon de buey,El Alquian,8.89,3,True
cherry,La Mojonera,7.98,3,False
bola,El Ejido,8.42,2,True
Raf,Nijar,9.05,1,False
verde,El Ejido,8.06,4,False
corazon de buey,Nijar,9.58,1,False
verde,El Ejido,5.87,2,True
kumato,El Alquian,7.38,4,True
Raf,Campohermoso,1.07,2,True
Raf,Nijar,4.19,3,True
bola,El Alquian,7.33,2,True
verde,Nijar,2.7,1,True
kumato,Campohermoso,0.32,3,False
 de pera,El Ejido,1.46,1,True
bola,Campohermoso,7.99,1,True
verde,La Mojonera,8.86,3,True
Raf,El Alquian,4.94,1,False
verde,La Mojonera,9.31,1,False
 de pera,El Ejido,9.99,3,True
 de pera,El Alquian,8.36,1,True
 de pera,La Mojonera,9.58,3,False
verde,La Mojonera,0.61,2,True
cherry,El Ejido,4.71,2,True
 de pera,Nijar,2.45,1,True
 de pera,El Ejido,9.37,2,True
Raf,El Alquian,2.99,1,True
verde,Campohermoso,1.36,4,False
cherry,La Mojonera,2.84,2,True
 de pera,Nijar,0.01,4,True
rosa,Campohermoso,9.31,4,False
bola,El Alquian,0.9,2,False
bola,La Mojonera,4.25,2,False
bola,El Alquian,2.76,4,True
verde,La Mojonera,0.41,4,True
verde,El Ejido,2.34,3,True
verde,Nijar,3.36,4,False
Raf,La Mojonera,8.23,4,False
Raf,Campohermoso,2.82,2,False
bola,Campohermoso,9.9,2,True
corazon de buey,Nijar,4.48,2,False
kumato,El Alquian,2.82,4,False
rosa,La Mojonera,4.97,1,False
 de pera,Nijar,3.71,4,False
 de pera,El Ejido,8.62,3,True
Raf,Campohermoso,4.74,3,True
verde,La Mojonera,2.75,1,True
 de pera,La Mojonera,1.08,2,True
cherry,Nijar,8.33,2,False
kumato,El Alquian,9.27,2,True
 de pera,El Alquian,8.73,3,True
Raf,El Alquian,0.26,2,True
corazon de buey,Campohermoso,7.95,2,True
kumato,La Mojonera,9.16,4,False
corazon de buey,Campohermoso,0.73,2,True
bola,Nijar,0.42,4,True
 de pera,Nijar,9.82,3,True
bola,La Mojonera,2.5,2,True
kumato,Campohermoso,8.23,4,True
Raf,Campohermoso,5.4,1,False
Raf,El Ejido,1.36,3,True
kumato,Campohermoso,1.89,4,True
rosa,El Ejido,4.48,4,False
cherry,La Mojonera,0.1,2,False
cherry,El Alquian,4.92,3,False
 de pera,Nijar,4.93,2,False
verde,El Alquian,7.76,3,True
cherry,La Mojonera,1.73,2,False
kumato,Campohermoso,4.31,4,False
verde,El Ejido,8.81,4,True
 de pera,Nijar,8.38,3,False
 de pera,Campohermoso,9.25,2,True
corazon de buey,El Alquian,1.48,1,False
verde,Nijar,4.54,1,False
 de pera,Campohermoso,6.94,2,True
cherry,Nijar,8.66,1,True
rosa,El Alquian,3.4,3,False
bola,Campohermoso,5.85,1,False
 de pera,Nijar,4.1,3,True
rosa,El Ejido,5.54,1,False
 de pera,La Mojonera,8.37,2,True
bola,El Ejido,6.1,4,True
kumato,La Mojonera,6.34,1,False
corazon de buey,Nijar,9.07,4,True
cherry,La Mojonera,6.45,2,False
 de pera,El Ejido,3.84,3,False
kumato,Campohermoso,5.63,2,True
corazon de buey,Campohermoso,2.9,1,True
cherry,El Alquian,2.55,3,False
rosa,La Mojonera,5.35,4,True
corazon de buey,La Mojonera,1.41,4,True
cherry,El Ejido,6.32,3,False
 de pera,Nijar,3.42,2,True
 de pera,La Mojonera,3.31,1,False
kumato,La Mojonera,3.62,4,False
corazon de buey,El Ejido,9.4,3,False
rosa,Nijar,7.47,3,False
corazon de buey,El Ejido,8.39,2,False
corazon de buey,Campohermoso,4.57,3,False
Raf,Campohermoso,9.49,2,True
rosa,Campohermoso,9.0,1,False
rosa,Nijar,7.78,4,True
kumato,Nijar,9.49,3,True
kumato,Nijar,6.84,2,False
kumato,El Ejido,0.7,4,False
 de pera,El Alquian,0.75,2,True
corazon de buey,Campohermoso,8.29,3,False
rosa,La Mojonera,3.25,3,False
 de pera,Nijar,3.57,2,True
rosa,La Mojonera,5.26,3,False
 de pera,Nijar,9.46,4,False
kumato,Nijar,9.12,4,False
 de pera,Campohermoso,9.15,3,False
rosa,Nijar,3.52,4,True
 de pera,El Alquian,1.49,2,True
bola,El Ejido,0.96,3,False
 de pera,Nijar,0.98,3,True
cherry,Nijar,9.84,3,True
cherry,La Mojonera,5.44,2,False
bola,El Alquian,8.17,1,False
kumato,El Alquian,3.86,2,False
 de pera,El Ejido,1.26,3,True
bola,Nijar,7.69,1,False
verde,El Alquian,6.16,1,True
bola,El Ejido,5.17,3,True
 de pera,Campohermoso,2.07,2,False
Raf,El Ejido,8.01,3,True
bola,Nijar,2.44,1,False
verde,Campohermoso,1.5,4,True
cherry,Campohermoso,6.35,2,True
corazon de buey,El Ejido,9.77,3,False
bola,Campohermoso,5.32,1,True
cherry,El Ejido,3.48,4,False
cherry,El Ejido,8.94,1,True
 de pera,Nijar,2.61,2,True
cherry,Nijar,5.15,4,True
kumato,El Alquian,0.09,4,True
corazon de buey,El Ejido,4.8,4,False
bola,Nijar,9.86,2,False
verde,El Ejido,1.12,2,False
verde,Nijar,0.99,1,False
corazon de buey,El Alquian,4.91,1,False
kumato,El Alquian,1.07,3,True
Raf,El Alquian,4.33,2,False
rosa,El Alquian,6.47,2,True
verde,El Ejido,9.64,4,True
kumato,El Alquian,4.59,2,False
kumato,El Ejido,6.39,3,False
cherry,Campohermoso,4.92,1,False
corazon de buey,El Ejido,7.63,1,True
verde,La Mojonera,9.22,2,False
kumato,Campohermoso,2.18,4,False
rosa,El Ejido,1.43,2,False
verde,La Mojonera,4.37,3,False
corazon de buey,Campohermoso,1.02,3,True
rosa,La Mojonera,8.06,4,False
corazon de buey,La Mojonera,2.84,2,False
rosa,Campohermoso,1.53,2,True
corazon de buey,La Mojonera,2.9,4,False
rosa,La Mojonera,0.31,4,False
Raf,Nijar,1.28,3,True
 de pera,El Ejido,2.07,4,False
 de pera,Nijar,9.93,2,False
kumato,La Mojonera,6.8,3,True
Raf,El Alquian,9.01,2,False
kumato,Campohermoso,2.0,3,True
cherry,Campohermoso,8.77,4,False
Raf,El Alquian,8.55,3,True
kumato,La Mojonera,1.89,1,True
cherry,La Mojonera,3.74,1,True
verde,El Ejido,9.07,2,True
bola,Campohermoso,0.63,2,False
rosa,El Alquian,4.71,2,True
rosa,Campohermoso,3.31,4,False
rosa,El Alquian,5.25,1,False
Raf,Nijar,1.44,3,False
cherry,Campohermoso,6.93,1,False
bola,El Alquian,0.03,4,True
bola,La Mojonera,1.61,3,True
bola,Campohermoso,2.28,4,True
verde,El Alquian,5.33,4,True
bola,Campohermoso,9.53,1,False
corazon de buey,El Ejido,8.51,1,True
verde,La Mojonera,9.51,1,False
Raf,Nijar,7.42,2,True
Raf,El Ejido,0.83,3,False
corazon de buey,El Alquian,6.67,3,False
verde,La Mojonera,1.03,4,True
bola,La Mojonera,2.09,2,True
Raf,El Ejido,9.03,2,True
rosa,Campohermoso,4.43,3,False
rosa,Campohermoso,1.08,2,False
verde,La Mojonera,8.04,3,False
