Cultivo,Ubicación,Tamaño,Rendimiento,Fertilizantes
maíz,Granada,Mediana,5.94,True
cacao,Granada,Pequeña,2.8,True
maíz,Almeria,Mediana,3.86,True
cacao,Valencia,Mediana,2.83,True
cacao,Granada,Mediana,1.54,True
café,Valencia,Grande,5.4,True
cacao,Granada,Pequeña,8.89,True
arroz,Canarias,Mediana,2.21,True
café,Murcia,Mediana,7.24,False
banano,Valencia,Mediana,4.0,False
arroz,Murcia,Grande,8.67,True
arroz,Canarias,Mediana,7.38,True
cacao,Valencia,Pequeña,2.07,False
trigo,Granada,Grande,7.24,False
maíz,Granada,Mediana,3.77,True
cacao,Almeria,Grande,3.39,False
banano,Murcia,Pequeña,7.59,True
café,Valencia,Pequeña,6.49,False
maíz,Murcia,Grande,8.27,False
cacao,Valencia,Mediana,2.65,False
maíz,Almeria,Pequeña,7.28,True
cacao,Granada,Mediana,8.81,True
banano,Granada,Mediana,1.82,False
trigo,Valencia,Mediana,7.47,False
maíz,Valencia,Pequeña,5.73,True
café,Valencia,Mediana,6.28,True
banano,Canarias,Pequeña,7.84,False
arroz,Valencia,Grande,9.67,True
cacao,Valencia,Mediana,5.17,False
maíz,Murcia,Grande,2.35,True
arroz,Canarias,Mediana,7.55,False
cacao,Granada,Grande,7.07,True
cacao,Almeria,Grande,6.94,False
café,Canarias,Mediana,2.99,False
maíz,Murcia,Mediana,5.55,True
banano,Murcia,Mediana,9.84,True
banano,Granada,Pequeña,8.27,False
maíz,Valencia,Pequeña,1.95,False
trigo,Murcia,Mediana,9.51,True
arroz,Valencia,Pequeña,8.46,True
trigo,Granada,Grande,2.01,False
banano,Valencia,Grande,3.85,True
trigo,Canarias,Mediana,9.92,True
banano,Granada,Pequeña,2.93,False
banano,Almeria,Pequeña,4.83,False
arroz,Almeria,Grande,2.88,True
banano,Granada,Grande,2.45,True
arroz,Granada,Mediana,2.02,False
maíz,Valencia,Mediana,8.55,False
trigo,Granada,Mediana,2.86,True
cacao,Granada,Pequeña,4.78,False
arroz,Canarias,Pequeña,9.53,False
café,Almeria,Grande,8.23,True
maíz,Valencia,Grande,2.36,True
cacao,Canarias,Grande,7.44,True
maíz,Valencia,Pequeña,9.45,False
maíz,Murcia,Pequeña,5.5,True
café,Granada,Mediana,1.94,False
arroz,Murcia,Pequeña,3.74,True
arroz,Canarias,Mediana,3.22,False
maíz,Canarias,Pequeña,6.25,True
trigo,Canarias,Pequeña,8.33,False
maíz,Canarias,Grande,4.29,True
arroz,Valencia,Grande,8.65,False
arroz,Granada,Pequeña,6.55,True
arroz,Valencia,Grande,2.58,False
banano,Granada,Grande,7.93,False
banano,Canarias,Pequeña,5.26,True
arroz,Granada,Grande,2.45,False
banano,Valencia,Grande,4.02,True
café,Murcia,Pequeña,9.48,True
maíz,Canarias,Mediana,9.06,False
café,Almeria,Pequeña,3.15,True
trigo,Murcia,Grande,7.07,False
café,Valencia,Grande,1.19,False
maíz,Canarias,Grande,7.39,True
trigo,Murcia,Grande,5.21,True
arroz,Murcia,Mediana,4.0,False
café,Valencia,Pequeña,6.38,False
trigo,Granada,Grande,8.56,False
café,Murcia,Pequeña,3.2,True
trigo,Murcia,Pequeña,7.84,False
maíz,Valencia,Pequeña,8.69,False
maíz,Granada,Mediana,8.97,False
café,Valencia,Mediana,1.26,False
café,Canarias,Mediana,4.04,False
banano,Valencia,Grande,3.36,True
banano,Valencia,Grande,1.83,True
trigo,Granada,Mediana,9.01,False
banano,Almeria,Pequeña,3.03,False
cacao,Canarias,Pequeña,9.17,False
cacao,Granada,Pequeña,3.94,False
cacao,Canarias,Mediana,7.92,True
maíz,Valencia,Mediana,8.13,True
cacao,Murcia,Grande,7.26,False
banano,Canarias,Pequeña,4.32,False
café,Murcia,Grande,7.2,False
cacao,Murcia,Mediana,1.39,False
trigo,Canarias,Pequeña,4.61,True
arroz,Valencia,Pequeña,4.38,True
cacao,Granada,Pequeña,4.07,True
cacao,Canarias,Mediana,3.52,False
café,Canarias,Mediana,5.61,True
cacao,Almeria,Pequeña,7.47,False
arroz,Granada,Grande,7.0,True
banano,Murcia,Mediana,4.81,True
café,Almeria,Grande,9.38,True
cacao,Canarias,Grande,6.09,True
maíz,Murcia,Pequeña,1.43,True
maíz,Granada,Mediana,4.27,False
café,Murcia,Grande,8.09,True
maíz,Canarias,Mediana,8.98,False
maíz,Granada,Mediana,4.09,False
banano,Canarias,Grande,7.77,False
banano,Canarias,Pequeña,8.2,False
cacao,Murcia,Pequeña,9.11,True
banano,Canarias,Grande,2.01,False
trigo,Canarias,Mediana,5.44,True
cacao,Valencia,Pequeña,7.65,True
café,Almeria,Grande,5.05,False
maíz,Granada,Mediana,5.38,False
arroz,Murcia,Mediana,1.98,True
cacao,Granada,Grande,4.14,True
banano,Murcia,Mediana,3.02,True
café,Almeria,Grande,4.34,False
banano,Canarias,Pequeña,4.9,True
café,Valencia,Pequeña,5.89,False
café,Murcia,Mediana,6.57,False
maíz,Granada,Mediana,4.23,False
maíz,Canarias,Mediana,8.43,False
arroz,Canarias,Mediana,5.87,True
maíz,Granada,Pequeña,6.19,False
arroz,Canarias,Pequeña,1.3,False
café,Granada,Mediana,7.99,False
cacao,Granada,Grande,7.58,False
café,Valencia,Mediana,3.63,False
arroz,Almeria,Mediana,9.55,False
café,Murcia,Grande,9.55,False
arroz,Granada,Pequeña,8.95,True
cacao,Almeria,Mediana,5.8,False
café,Canarias,Pequeña,3.97,True
cacao,Valencia,Pequeña,9.18,False
cacao,Granada,Mediana,8.23,False
café,Almeria,Mediana,3.94,True
café,Canarias,Grande,6.48,True
banano,Canarias,Pequeña,6.28,False
arroz,Valencia,Pequeña,2.5,False
arroz,Valencia,Grande,1.92,False
cacao,Canarias,Grande,8.54,True
arroz,Valencia,Grande,7.25,True
banano,Canarias,Mediana,2.17,True
maíz,Valencia,Mediana,6.76,True
maíz,Murcia,Grande,3.59,False
arroz,Murcia,Mediana,3.69,False
banano,Canarias,Grande,7.0,True
café,Granada,Grande,7.82,True
banano,Canarias,Pequeña,6.2,True
banano,Valencia,Grande,1.85,True
maíz,Almeria,Grande,9.26,True
banano,Valencia,Pequeña,8.91,False
café,Almeria,Pequeña,6.48,True
café,Canarias,Grande,3.35,False
maíz,Granada,Pequeña,4.06,False
banano,Murcia,Grande,9.29,True
cacao,Murcia,Pequeña,5.38,False
arroz,Granada,Grande,1.82,True
banano,Almeria,Mediana,5.9,False
café,Murcia,Grande,4.58,True
arroz,Almeria,Pequeña,5.64,True
trigo,Valencia,Mediana,9.16,True
cacao,Valencia,Pequeña,9.18,False
arroz,Granada,Mediana,1.47,True
banano,Murcia,Pequeña,2.82,True
banano,Canarias,Pequeña,5.78,True
arroz,Murcia,Pequeña,8.78,True
arroz,Granada,Grande,4.6,False
cacao,Canarias,Grande,5.62,False
café,Canarias,Grande,2.0,True
cacao,Valencia,Grande,6.55,True
trigo,Almeria,Pequeña,7.32,True
cacao,Canarias,Pequeña,3.84,True
maíz,Valencia,Pequeña,9.88,False
cacao,Valencia,Grande,3.87,False
banano,Valencia,Pequeña,9.37,True
trigo,Valencia,Grande,1.66,False
cacao,Almeria,Grande,8.35,True
maíz,Valencia,Pequeña,7.71,False
arroz,Valencia,Pequeña,6.06,False
café,Granada,Pequeña,7.9,True
cacao,Almeria,Mediana,1.22,True
cacao,Canarias,Pequeña,4.71,False
café,Murcia,Mediana,8.93,True
trigo,Valencia,Pequeña,2.94,False
banano,Valencia,Pequeña,6.43,False
arroz,Almeria,Mediana,4.37,True
cacao,Granada,Mediana,1.59,False
banano,Granada,Mediana,5.96,False
trigo,Valencia,Pequeña,4.82,True
cacao,Canarias,Pequeña,9.54,True
trigo,Almeria,Pequeña,3.62,True
arroz,Canarias,Pequeña,7.77,True
arroz,Valencia,Grande,1.09,True
maíz,Granada,Grande,3.34,False
arroz,Canarias,Mediana,6.83,True
café,Canarias,Mediana,4.59,True
banano,Canarias,Pequeña,1.59,True
banano,Murcia,Pequeña,7.37,False
arroz,Granada,Pequeña,7.68,True
trigo,Almeria,Grande,7.1,False
banano,Granada,Grande,5.78,True
arroz,Murcia,Mediana,7.62,True
café,Almeria,Pequeña,6.52,True
cacao,Almeria,Grande,3.86,False
trigo,Granada,Mediana,2.99,False
maíz,Murcia,Pequeña,1.24,False
café,Canarias,Grande,6.14,True
banano,Murcia,Grande,1.65,True
trigo,Granada,Grande,5.02,False
arroz,Valencia,Pequeña,8.2,False
arroz,Valencia,Pequeña,4.75,True
arroz,Valencia,Mediana,8.3,True
cacao,Valencia,Mediana,3.47,True
cacao,Almeria,Grande,9.74,True
café,Almeria,Pequeña,4.61,True
banano,Granada,Mediana,9.8,True
maíz,Valencia,Grande,3.33,False
banano,Valencia,Pequeña,1.88,False
arroz,Almeria,Grande,7.73,False
café,Granada,Mediana,4.05,False
arroz,Almeria,Mediana,6.78,True
banano,Granada,Mediana,9.84,True
maíz,Canarias,Pequeña,4.26,False
trigo,Almeria,Grande,1.11,False
trigo,Murcia,Grande,8.81,False
arroz,Granada,Mediana,9.38,True
cacao,Canarias,Mediana,3.62,True
arroz,Granada,Grande,4.22,False
maíz,Canarias,Grande,8.07,True
arroz,Granada,Mediana,4.24,True
banano,Granada,Pequeña,3.85,True
arroz,Almeria,Mediana,1.82,True
arroz,Granada,Pequeña,2.09,True
arroz,Canarias,Mediana,2.57,True
banano,Almeria,Pequeña,1.9,False
maíz,Canarias,Mediana,4.24,False
banano,Canarias,Mediana,3.25,False
maíz,Almeria,Pequeña,9.31,True
cacao,Canarias,Mediana,7.32,False
banano,Canarias,Grande,7.6,True
trigo,Murcia,Pequeña,9.22,True
arroz,Valencia,Pequeña,8.92,False
maíz,Almeria,Pequeña,3.5,False
cacao,Murcia,Mediana,3.89,True
arroz,Almeria,Pequeña,4.06,True
arroz,Almeria,Pequeña,5.08,True
cacao,Valencia,Grande,5.21,True
trigo,Almeria,Grande,7.83,True
cacao,Murcia,Mediana,6.76,False
maíz,Canarias,Mediana,5.14,True
cacao,Valencia,Pequeña,2.52,False
arroz,Almeria,Pequeña,3.63,True
banano,Murcia,Pequeña,5.85,True
banano,Almeria,Pequeña,8.61,True
café,Canarias,Mediana,1.74,True
cacao,Canarias,Mediana,7.51,True
maíz,Canarias,Pequeña,6.68,False
arroz,Canarias,Mediana,6.23,False
arroz,Almeria,Mediana,5.6,False
banano,Canarias,Pequeña,7.91,True
cacao,Valencia,Grande,5.82,True
café,Canarias,Grande,6.31,False
café,Valencia,Mediana,7.85,True
banano,Valencia,Pequeña,3.14,False
café,Almeria,Pequeña,3.98,True
maíz,Canarias,Pequeña,7.8,True
cacao,Almeria,Grande,2.48,True
arroz,Almeria,Mediana,7.08,True
arroz,Valencia,Pequeña,2.75,True
trigo,Almeria,Mediana,9.72,False
arroz,Murcia,Pequeña,7.54,False
arroz,Murcia,Mediana,2.51,True
arroz,Granada,Pequeña,8.3,True
café,Murcia,Grande,4.7,False
café,Granada,Pequeña,2.26,True
arroz,Valencia,Mediana,1.11,True
maíz,Murcia,Grande,8.97,False
arroz,Valencia,Pequeña,6.64,False
maíz,Almeria,Mediana,8.61,False
maíz,Canarias,Mediana,8.15,False
trigo,Murcia,Pequeña,9.64,True
café,Canarias,Pequeña,9.37,True
maíz,Valencia,Mediana,8.99,True
trigo,Granada,Grande,7.51,True
café,Valencia,Mediana,4.9,False
trigo,Valencia,Grande,3.03,False
arroz,Granada,Mediana,7.59,False
café,Almeria,Mediana,9.63,True
banano,Almeria,Grande,7.97,True
arroz,Canarias,Pequeña,9.49,True
maíz,Valencia,Grande,8.36,True
arroz,Valencia,Pequeña,1.85,True
cacao,Canarias,Mediana,2.98,True
maíz,Murcia,Mediana,1.63,True
banano,Murcia,Pequeña,2.65,True
maíz,Canarias,Grande,8.24,False
maíz,Valencia,Pequeña,4.37,True
café,Murcia,Pequeña,7.01,True
trigo,Granada,Mediana,3.26,True
maíz,Granada,Pequeña,8.7,False
café,Almeria,Pequeña,1.12,False
trigo,Canarias,Grande,3.65,True
arroz,Granada,Pequeña,5.28,False
maíz,Canarias,Mediana,7.8,True
café,Valencia,Grande,5.26,False
maíz,Canarias,Pequeña,2.69,True
maíz,Canarias,Pequeña,8.42,True
cacao,Almeria,Grande,1.08,False
maíz,Granada,Pequeña,6.94,True
café,Granada,Mediana,6.46,True
maíz,Almeria,Pequeña,8.92,False
maíz,Murcia,Grande,1.53,True
trigo,Valencia,Pequeña,2.49,True
banano,Murcia,Pequeña,6.37,False
cacao,Granada,Mediana,5.54,False
maíz,Canarias,Grande,1.62,False
café,Granada,Grande,9.25,False
trigo,Canarias,Pequeña,3.85,False
trigo,Granada,Grande,6.86,False
café,Murcia,Mediana,8.52,True
maíz,Canarias,Grande,8.86,False
arroz,Canarias,Mediana,3.88,True
cacao,Almeria,Mediana,5.99,True
trigo,Murcia,Pequeña,4.6,False
café,Granada,Grande,1.74,False
cacao,Almeria,Pequeña,1.29,False
trigo,Granada,Grande,5.47,False
maíz,Murcia,Grande,5.3,False
maíz,Canarias,Mediana,5.54,False
arroz,Almeria,Grande,2.55,False
cacao,Valencia,Mediana,7.2,False
banano,Almeria,Grande,3.52,False
banano,Granada,Pequeña,9.5,True
maíz,Almeria,Pequeña,5.86,False
cacao,Valencia,Mediana,8.83,True
maíz,Granada,Pequeña,5.92,False
trigo,Murcia,Grande,6.64,False
maíz,Almeria,Pequeña,9.45,False
maíz,Granada,Grande,4.57,False
cacao,Almeria,Grande,6.33,False
cacao,Granada,Pequeña,6.4,True
banano,Canarias,Pequeña,8.2,False
banano,Murcia,Pequeña,2.06,False
banano,Valencia,Mediana,8.22,False
banano,Granada,Grande,9.93,False
café,Murcia,Mediana,4.61,False
banano,Almeria,Grande,3.72,True
arroz,Valencia,Pequeña,8.51,False
banano,Valencia,Mediana,6.95,False
arroz,Almeria,Mediana,1.36,True
café,Canarias,Mediana,6.05,True
cacao,Murcia,Grande,3.52,False
café,Almeria,Grande,8.78,True
café,Canarias,Grande,9.71,False
café,Valencia,Pequeña,3.82,False
cacao,Valencia,Pequeña,5.93,True
arroz,Granada,Pequeña,9.89,True
banano,Valencia,Grande,3.87,False
maíz,Almeria,Grande,4.25,True
arroz,Murcia,Pequeña,4.4,False
cacao,Granada,Grande,3.06,False
cacao,Canarias,Pequeña,9.68,True
trigo,Almeria,Grande,8.09,True
banano,Valencia,Mediana,7.26,False
maíz,Valencia,Mediana,6.24,False
cacao,Almeria,Mediana,7.62,False
café,Granada,Mediana,2.19,False
maíz,Murcia,Pequeña,8.21,False
cacao,Canarias,Grande,8.07,True
banano,Valencia,Grande,1.73,False
café,Almeria,Pequeña,4.39,False
maíz,Murcia,Grande,4.54,True
arroz,Almeria,Grande,3.6,False
café,Valencia,Grande,8.25,False
café,Murcia,Mediana,8.88,True
trigo,Almeria,Pequeña,1.91,False
banano,Granada,Grande,5.9,False
banano,Almeria,Grande,7.2,False
maíz,Almeria,Mediana,9.38,False
banano,Canarias,Grande,9.67,True
trigo,Valencia,Pequeña,1.72,False
maíz,Canarias,Pequeña,1.8,True
maíz,Murcia,Mediana,7.88,False
banano,Canarias,Mediana,8.82,False
trigo,Murcia,Pequeña,5.89,False
café,Almeria,Mediana,4.49,False
cacao,Almeria,Grande,2.84,False
trigo,Canarias,Mediana,7.84,True
maíz,Canarias,Grande,8.63,False
maíz,Murcia,Grande,4.88,False
trigo,Granada,Pequeña,8.35,False
trigo,Granada,Mediana,4.09,True
cacao,Canarias,Grande,6.59,False
trigo,Murcia,Grande,5.18,True
café,Valencia,Grande,3.88,True
arroz,Valencia,Grande,7.74,True
cacao,Canarias,Mediana,9.81,True
cacao,Almeria,Mediana,6.38,False
maíz,Murcia,Pequeña,3.44,False
maíz,Almeria,Mediana,2.64,False
maíz,Granada,Grande,5.9,False
maíz,Canarias,Grande,7.62,True
trigo,Murcia,Grande,2.32,True
banano,Canarias,Mediana,3.09,False
maíz,Murcia,Grande,4.98,False
trigo,Granada,Grande,5.91,False
café,Canarias,Grande,5.14,True
maíz,Almeria,Pequeña,3.31,False
arroz,Canarias,Grande,9.61,True
café,Canarias,Pequeña,1.73,False
trigo,Murcia,Mediana,3.25,False
café,Canarias,Grande,8.43,False
maíz,Valencia,Mediana,1.48,False
cacao,Canarias,Mediana,4.69,True
cacao,Murcia,Mediana,1.86,True
arroz,Almeria,Mediana,2.24,False
maíz,Canarias,Mediana,9.47,True
maíz,Almeria,Mediana,5.55,True
trigo,Granada,Pequeña,7.57,False
maíz,Granada,Pequeña,8.96,False
banano,Granada,Mediana,8.76,True
cacao,Murcia,Pequeña,3.49,False
café,Canarias,Pequeña,7.2,False
banano,Valencia,Pequeña,4.93,True
cacao,Granada,Grande,6.63,False
maíz,Canarias,Grande,7.25,False
trigo,Murcia,Mediana,1.1,False
maíz,Canarias,Pequeña,3.41,False
maíz,Canarias,Grande,2.0,True
banano,Canarias,Grande,2.6,False
arroz,Almeria,Grande,6.22,True
arroz,Canarias,Mediana,2.22,True
cacao,Valencia,Pequeña,4.49,False
cacao,Canarias,Pequeña,6.52,False
café,Almeria,Grande,9.85,True
café,Valencia,Grande,4.74,False
trigo,Valencia,Pequeña,5.68,False
maíz,Almeria,Pequeña,4.37,True
arroz,Granada,Mediana,1.68,True
cacao,Murcia,Mediana,4.06,True
banano,Almeria,Grande,6.55,True
maíz,Murcia,Grande,5.18,False
banano,Almeria,Pequeña,8.86,False
cacao,Almeria,Mediana,2.45,False
banano,Murcia,Grande,3.63,False
banano,Granada,Grande,2.52,False
maíz,Almeria,Pequeña,6.77,False
arroz,Granada,Pequeña,6.35,True
trigo,Canarias,Mediana,9.89,True
arroz,Almeria,Grande,9.9,True
maíz,Almeria,Mediana,8.56,False
cacao,Canarias,Mediana,7.52,False
maíz,Valencia,Grande,5.11,False
trigo,Valencia,Pequeña,7.66,False
banano,Murcia,Mediana,7.04,True
maíz,Canarias,Pequeña,1.47,True
maíz,Almeria,Mediana,5.35,True
maíz,Murcia,Pequeña,4.62,True
banano,Canarias,Mediana,9.26,False
banano,Canarias,Pequeña,9.08,True
maíz,Almeria,Pequeña,3.71,True
arroz,Granada,Mediana,2.65,False
café,Murcia,Grande,8.44,True
café,Valencia,Pequeña,2.65,False
maíz,Murcia,Mediana,6.61,True
maíz,Murcia,Grande,5.08,False
café,Murcia,Pequeña,5.27,False
café,Murcia,Grande,7.13,True
café,Valencia,Grande,2.48,True
trigo,Canarias,Grande,5.4,False
cacao,Canarias,Pequeña,1.73,False
maíz,Valencia,Grande,8.49,False
arroz,Almeria,Mediana,4.8,True
maíz,Murcia,Mediana,4.56,True
trigo,Canarias,Pequeña,5.86,False
arroz,Almeria,Pequeña,2.5,False
café,Canarias,Grande,3.13,True
cacao,Granada,Pequeña,1.26,False
arroz,Valencia,Pequeña,2.35,False
trigo,Valencia,Pequeña,8.06,False
cacao,Almeria,Grande,2.92,True
café,Granada,Pequeña,3.62,False
cacao,Murcia,Pequeña,7.08,True
arroz,Murcia,Pequeña,7.56,True
arroz,Murcia,Pequeña,2.33,False
cacao,Canarias,Mediana,9.14,False
banano,Granada,Pequeña,1.06,True
arroz,Granada,Pequeña,9.64,True
trigo,Valencia,Mediana,1.46,True
trigo,Canarias,Pequeña,3.6,False
maíz,Canarias,Grande,7.29,False
trigo,Murcia,Pequeña,4.6,False
maíz,Murcia,Grande,1.24,True
banano,Valencia,Mediana,2.47,True
maíz,Almeria,Grande,5.37,False
trigo,Almeria,Mediana,4.37,False
maíz,Almeria,Mediana,2.62,True
arroz,Canarias,Mediana,3.19,False
banano,Canarias,Mediana,9.41,True
arroz,Granada,Grande,4.13,False
café,Valencia,Mediana,6.65,True
cacao,Canarias,Grande,2.17,True
café,Almeria,Grande,9.04,True
trigo,Granada,Grande,5.27,False
arroz,Murcia,Mediana,7.21,False
trigo,Valencia,Pequeña,8.43,False
banano,Canarias,Grande,9.91,False
café,Murcia,Mediana,2.63,True
trigo,Canarias,Pequeña,7.31,True
trigo,Canarias,Mediana,7.34,False
café,Murcia,Grande,8.83,False
banano,Valencia,Grande,9.88,False
cacao,Valencia,Grande,1.59,False
banano,Granada,Mediana,9.65,False
cacao,Granada,Pequeña,9.46,False
trigo,Valencia,Mediana,8.24,False
arroz,Granada,Grande,4.65,True
trigo,Almeria,Pequeña,5.22,True
cacao,Murcia,Pequeña,8.43,True
banano,Almeria,Pequeña,4.18,False
arroz,Almeria,Mediana,1.64,True
cacao,Almeria,Mediana,8.85,True
cacao,Canarias,Grande,9.12,False
cacao,Granada,Pequeña,3.34,False
banano,Murcia,Pequeña,2.11,False
arroz,Almeria,Mediana,7.56,True
maíz,Murcia,Grande,6.85,True
café,Almeria,Mediana,4.41,False
maíz,Granada,Grande,8.86,True
banano,Almeria,Grande,7.16,False
café,Granada,Grande,7.54,False
arroz,Canarias,Pequeña,9.22,True
trigo,Canarias,Pequeña,9.34,True
cacao,Granada,Pequeña,4.73,True
trigo,Granada,Grande,7.14,False
arroz,Almeria,Mediana,1.64,True
cacao,Granada,Pequeña,9.7,True
café,Valencia,Mediana,7.67,False
trigo,Valencia,Mediana,4.11,True
trigo,Granada,Grande,9.91,False
cacao,Valencia,Grande,1.73,True
banano,Murcia,Grande,3.31,False
café,Murcia,Grande,4.45,True
maíz,Canarias,Mediana,4.25,False
cacao,Canarias,Mediana,4.79,True
cacao,Almeria,Mediana,9.82,False
maíz,Murcia,Pequeña,5.22,True
trigo,Almeria,Pequeña,6.26,True
café,Granada,Pequeña,4.62,False
café,Canarias,Pequeña,4.15,False
trigo,Canarias,Pequeña,7.03,True
trigo,Almeria,Pequeña,8.75,True
café,Valencia,Grande,6.91,True
trigo,Murcia,Grande,7.26,False
trigo,Murcia,Pequeña,9.2,True
maíz,Canarias,Grande,6.79,False
arroz,Valencia,Mediana,8.36,True
maíz,Granada,Pequeña,7.3,True
banano,Canarias,Pequeña,2.68,True
trigo,Granada,Grande,2.4,False
trigo,Granada,Pequeña,3.51,False
cacao,Murcia,Mediana,5.48,True
arroz,Canarias,Mediana,8.07,True
banano,Almeria,Mediana,8.2,True
trigo,Murcia,Mediana,5.12,False
trigo,Canarias,Grande,9.45,True
arroz,Valencia,Pequeña,4.0,True
trigo,Valencia,Pequeña,9.54,False
café,Canarias,Mediana,1.71,True
banano,Canarias,Grande,8.98,False
cacao,Valencia,Pequeña,7.81,False
trigo,Murcia,Mediana,9.38,False
banano,Granada,Mediana,6.26,True
maíz,Valencia,Mediana,2.11,False
café,Valencia,Mediana,3.59,False
trigo,Valencia,Grande,6.56,True
banano,Murcia,Grande,7.3,False
arroz,Murcia,Mediana,8.66,False
trigo,Granada,Pequeña,2.07,True
cacao,Valencia,Mediana,4.35,False
café,Almeria,Pequeña,5.59,False
maíz,Almeria,Mediana,5.89,True
trigo,Murcia,Mediana,7.93,False
maíz,Valencia,Grande,6.05,True
banano,Valencia,Pequeña,3.57,True
banano,Valencia,Pequeña,9.75,False
trigo,Valencia,Pequeña,3.46,True
trigo,Almeria,Grande,9.9,True
trigo,Murcia,Grande,7.86,False
trigo,Valencia,Grande,1.98,True
cacao,Almeria,Grande,9.32,True
banano,Murcia,Grande,2.05,True
café,Canarias,Grande,5.05,False
maíz,Almeria,Grande,9.66,True
arroz,Granada,Pequeña,4.0,True
banano,Granada,Mediana,2.29,False
trigo,Valencia,Grande,9.65,False
maíz,Canarias,Pequeña,7.35,True
maíz,Granada,Pequeña,5.43,False
arroz,Valencia,Pequeña,7.41,True
banano,Granada,Grande,5.28,False
cacao,Granada,Grande,1.08,True
arroz,Canarias,Mediana,9.63,True
arroz,Granada,Pequeña,9.67,True
banano,Almeria,Mediana,4.99,False
café,Granada,Grande,4.02,True
maíz,Almeria,Mediana,6.68,True
café,Valencia,Grande,2.51,False
arroz,Murcia,Mediana,5.28,False
café,Murcia,Mediana,8.96,True
banano,Murcia,Pequeña,3.14,False
maíz,Valencia,Pequeña,9.18,True
arroz,Canarias,Grande,2.51,True
trigo,Murcia,Mediana,6.91,False
maíz,Almeria,Pequeña,9.56,False
cacao,Canarias,Mediana,4.27,False
banano,Granada,Mediana,7.71,False
maíz,Murcia,Pequeña,4.89,False
maíz,Granada,Pequeña,4.71,False
banano,Murcia,Pequeña,1.58,True
arroz,Almeria,Pequeña,6.86,False
maíz,Canarias,Mediana,4.15,True
arroz,Valencia,Mediana,5.22,False
banano,Granada,Grande,8.3,True
cacao,Valencia,Mediana,8.11,False
arroz,Almeria,Grande,2.44,False
cacao,Murcia,Mediana,5.39,False
cacao,Murcia,Grande,3.12,False
arroz,Almeria,Mediana,5.59,False
arroz,Murcia,Pequeña,6.81,True
cacao,Valencia,Grande,2.55,False
maíz,Almeria,Grande,5.78,False
banano,Canarias,Grande,7.12,False
banano,Canarias,Grande,2.75,True
cacao,Valencia,Pequeña,4.12,False
café,Valencia,Pequeña,8.94,True
banano,Almeria,Grande,6.25,False
arroz,Almeria,Mediana,5.89,False
arroz,Murcia,Grande,3.78,True
café,Murcia,Grande,1.74,True
cacao,Canarias,Grande,4.73,True
arroz,Murcia,Pequeña,1.21,True
café,Murcia,Pequeña,3.59,False
maíz,Murcia,Mediana,9.38,False
trigo,Valencia,Pequeña,9.24,False
cacao,Valencia,Pequeña,6.12,True
arroz,Canarias,Mediana,1.01,True
maíz,Almeria,Mediana,2.36,True
café,Canarias,Pequeña,2.64,False
banano,Murcia,Grande,6.71,True
maíz,Murcia,Grande,5.68,False
café,Almeria,Mediana,3.52,False
café,Valencia,Mediana,4.43,True
arroz,Murcia,Mediana,7.17,False
arroz,Murcia,Grande,6.32,True
café,Canarias,Grande,3.36,False
trigo,Granada,Mediana,7.74,False
banano,Almeria,Pequeña,1.5,False
cacao,Murcia,Pequeña,6.46,True
banano,Canarias,Grande,9.57,True
café,Murcia,Mediana,4.54,True
café,Canarias,Pequeña,5.41,True
arroz,Murcia,Grande,2.73,False
maíz,Canarias,Grande,2.83,False
arroz,Valencia,Pequeña,9.86,False
trigo,Almeria,Grande,3.94,False
maíz,Murcia,Pequeña,1.75,False
cacao,Almeria,Grande,6.75,True
trigo,Murcia,Mediana,9.66,True
maíz,Granada,Pequeña,2.56,False
café,Murcia,Mediana,3.86,True
trigo,Valencia,Pequeña,3.18,True
maíz,Almeria,Mediana,9.76,False
trigo,Valencia,Pequeña,4.14,False
cacao,Granada,Pequeña,3.49,False
banano,Almeria,Mediana,2.89,False
trigo,Almeria,Pequeña,1.64,False
trigo,Valencia,Grande,4.54,False
maíz,Almeria,Grande,5.95,True
maíz,Granada,Pequeña,5.17,False
cacao,Valencia,Pequeña,4.96,True
trigo,Murcia,Mediana,8.13,False
banano,Almeria,Pequeña,8.26,True
café,Valencia,Mediana,7.45,True
arroz,Murcia,Mediana,3.86,True
trigo,Almeria,Mediana,9.5,True
maíz,Canarias,Pequeña,3.57,False
café,Murcia,Mediana,1.03,True
maíz,Canarias,Pequeña,9.78,True
trigo,Canarias,Pequeña,6.63,True
trigo,Almeria,Pequeña,2.09,True
cacao,Canarias,Pequeña,6.32,False
arroz,Murcia,Pequeña,6.23,False
trigo,Valencia,Grande,5.5,False
cacao,Murcia,Mediana,9.75,False
banano,Canarias,Pequeña,8.67,False
trigo,Granada,Mediana,9.64,True
arroz,Almeria,Pequeña,4.34,False
trigo,Canarias,Pequeña,7.23,True
café,Almeria,Pequeña,5.39,False
banano,Murcia,Pequeña,7.62,True
arroz,Granada,Mediana,4.41,True
café,Almeria,Pequeña,3.84,False
maíz,Murcia,Pequeña,1.31,True
café,Murcia,Grande,8.46,True
café,Valencia,Mediana,4.0,False
banano,Almeria,Grande,6.9,True
café,Almeria,Pequeña,9.08,False
cacao,Murcia,Mediana,4.64,True
café,Valencia,Grande,3.32,True
arroz,Canarias,Mediana,2.45,False
